customer_id,internet_service_type_id,contract_type_id,payment_type_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,monthly_charges,total_charges,churn,churn_month,payment_type,contract_type,payment_type_id,monthly_charges,total_charges,contract_type_id,paperless_billing,internet_service_type,gender,senior_citizen,partner,dependents,signup_date,phone_service,multiple_lines,internet_service_type_id,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies
6625-UTXEW,1,1,1,Female,0,Yes,No,12,Yes,No,No,Yes,No,No,No,No,Yes,51.25,612.1,No,NULL,"Electronic check",Month-to-month,1,51.25,612.1,1,Yes,DSL,Female,0,Yes,No,"2021-01-21 18:07:34",Yes,No,1,No,Yes,No,No,No,No
6671-NGWON,3,1,2,Female,0,No,No,7,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",No,20.35,150.6,No,NULL,"Mailed check",Month-to-month,2,20.35,150.6,1,No,None,Female,0,No,No,"2021-06-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6845-RGTYS,2,1,1,Female,0,Yes,No,47,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,98.75,4533.7,Yes,2022-01-31,"Electronic check",Month-to-month,1,98.75,4533.7,1,Yes,"Fiber optic",Female,0,Yes,No,"2018-02-21 18:07:34",Yes,Yes,2,Yes,Yes,Yes,No,Yes,No
6892-BOGQE,3,3,3,Female,0,Yes,No,71,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Yes,20.9,1493.2,No,NULL,"Bank transfer (automatic)","Two year",3,20.9,1493.2,3,Yes,None,Female,0,Yes,No,"2016-02-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
7014-ZZXAW,3,3,4,Female,0,Yes,No,71,Yes,Yes,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Yes,24.25,1732.95,No,NULL,"Credit card (automatic)","Two year",4,24.25,1732.95,3,Yes,None,Female,0,Yes,No,"2016-02-21 18:07:34",Yes,Yes,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
7072-MBHEV,2,1,4,Female,1,Yes,Yes,11,Yes,Yes,No,No,Yes,No,No,No,Yes,78.1,864.85,No,NULL,"Credit card (automatic)",Month-to-month,4,78.1,864.85,1,Yes,"Fiber optic",Female,1,Yes,Yes,"2021-02-21 18:07:34",Yes,Yes,2,No,No,Yes,No,No,No
7137-NAXML,3,2,3,Male,0,No,No,23,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",No,20.15,405.6,No,NULL,"Bank transfer (automatic)","One year",3,20.15,405.6,2,No,None,Male,0,No,No,"2020-02-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
7191-ADRGF,1,3,3,Male,0,Yes,No,44,No,"No phone service",No,Yes,Yes,No,Yes,Yes,No,54.3,2390.45,No,NULL,"Bank transfer (automatic)","Two year",3,54.3,2390.45,3,No,DSL,Male,0,Yes,No,"2018-05-21 18:07:34",No,"No phone service",1,No,Yes,Yes,No,Yes,Yes
7410-YTJIK,2,1,2,Female,0,No,No,7,Yes,Yes,No,No,No,No,No,No,No,75.45,480.75,Yes,2022-01-31,"Mailed check",Month-to-month,2,75.45,480.75,1,No,"Fiber optic",Female,0,No,No,"2021-06-21 18:07:34",Yes,Yes,2,No,No,No,No,No,No
7730-CLDSV,2,3,3,Female,0,Yes,Yes,72,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,98.65,7129.45,No,NULL,"Bank transfer (automatic)","Two year",3,98.65,7129.45,3,Yes,"Fiber optic",Female,0,Yes,Yes,"2016-01-21 18:07:34",Yes,Yes,2,No,Yes,Yes,Yes,No,Yes
8008-HAWED,1,1,1,Male,0,No,No,14,No,"No phone service",No,No,Yes,No,Yes,Yes,Yes,50.75,712.75,Yes,2022-01-31,"Electronic check",Month-to-month,1,50.75,712.75,1,Yes,DSL,Male,0,No,No,"2020-11-21 18:07:34",No,"No phone service",1,No,No,Yes,No,Yes,Yes
8098-LLAZX,2,1,1,Female,1,No,No,4,Yes,Yes,No,No,No,No,Yes,Yes,Yes,95.45,396.1,Yes,2022-01-31,"Electronic check",Month-to-month,1,95.45,396.1,1,Yes,"Fiber optic",Female,1,No,No,"2021-09-21 18:07:34",Yes,Yes,2,No,No,No,No,Yes,Yes
8224-DWCKX,2,1,4,Male,1,No,No,12,Yes,Yes,No,No,No,No,No,No,Yes,73.3,828.05,No,NULL,"Credit card (automatic)",Month-to-month,4,73.3,828.05,1,Yes,"Fiber optic",Male,1,No,No,"2021-01-21 18:07:34",Yes,Yes,2,No,No,No,No,No,No
8563-OYMQY,2,1,4,Male,0,No,No,17,Yes,No,No,Yes,Yes,No,No,Yes,Yes,90.95,1612.2,No,NULL,"Credit card (automatic)",Month-to-month,4,90.95,1612.2,1,Yes,"Fiber optic",Male,0,No,No,"2020-08-21 18:07:34",Yes,No,2,No,Yes,Yes,No,No,Yes
8621-MNIHH,2,1,1,Female,1,Yes,No,34,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,94.25,3217.55,Yes,2022-01-31,"Electronic check",Month-to-month,1,94.25,3217.55,1,Yes,"Fiber optic",Female,1,Yes,No,"2019-03-21 18:07:34",Yes,Yes,2,No,Yes,Yes,No,No,Yes
9297-EONCV,1,3,3,Female,0,No,No,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,91.35,6697.2,No,NULL,"Bank transfer (automatic)","Two year",3,91.35,6697.2,3,Yes,DSL,Female,0,No,No,"2016-01-21 18:07:34",Yes,Yes,1,Yes,Yes,Yes,Yes,Yes,Yes
9308-ANMVE,1,1,1,Male,0,No,Yes,47,Yes,No,Yes,Yes,No,No,No,No,Yes,55.3,2654.05,No,NULL,"Electronic check",Month-to-month,1,55.3,2654.05,1,Yes,DSL,Male,0,No,Yes,"2018-02-21 18:07:34",Yes,No,1,Yes,Yes,No,No,No,No
9359-UGBTK,1,2,3,Female,0,No,No,67,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,72.35,4991.5,No,NULL,"Bank transfer (automatic)","One year",3,72.35,4991.5,2,Yes,DSL,Female,0,No,No,"2016-06-21 18:07:34",Yes,No,1,Yes,No,Yes,Yes,No,Yes
9492-TOKRI,2,1,4,Female,0,No,No,18,Yes,Yes,No,Yes,No,No,Yes,No,Yes,90,1527.35,Yes,2022-01-31,"Credit card (automatic)",Month-to-month,4,90,1527.35,1,Yes,"Fiber optic",Female,0,No,No,"2020-07-21 18:07:34",Yes,Yes,2,No,Yes,No,No,Yes,No
9732-KPKBW,1,1,1,Male,0,No,No,1,Yes,No,Yes,No,No,Yes,No,No,Yes,53.95,53.95,Yes,2022-01-31,"Electronic check",Month-to-month,1,53.95,53.95,1,Yes,DSL,Male,0,No,No,"2021-12-21 18:07:34",Yes,No,1,Yes,No,No,Yes,No,No
9822-BIIGN,1,1,1,Male,0,Yes,Yes,53,Yes,Yes,Yes,No,No,Yes,No,Yes,No,71.85,3827.9,No,NULL,"Electronic check",Month-to-month,1,71.85,3827.9,1,No,DSL,Male,0,Yes,Yes,"2017-08-21 18:07:34",Yes,Yes,1,Yes,No,No,Yes,No,Yes
9927-DSWDF,2,1,1,Male,0,Yes,No,22,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,104.6,2180.55,No,NULL,"Electronic check",Month-to-month,1,104.6,2180.55,1,Yes,"Fiber optic",Male,0,Yes,No,"2020-03-21 18:07:34",Yes,No,2,Yes,Yes,No,Yes,Yes,Yes
9962-BFPDU,3,1,2,Female,0,Yes,Yes,1,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",No,20.05,20.05,No,NULL,"Mailed check",Month-to-month,2,20.05,20.05,1,No,None,Female,0,Yes,Yes,"2021-12-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
9986-BONCE,3,1,3,Female,0,No,No,4,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",No,20.95,85.5,Yes,2022-01-31,"Bank transfer (automatic)",Month-to-month,3,20.95,85.5,1,No,None,Female,0,No,No,"2021-09-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
1074-AMIOH,2,1,3,Female,0,Yes,Yes,53,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,108.25,5935.1,No,NULL,"Bank transfer (automatic)",Month-to-month,3,108.25,5935.1,1,Yes,"Fiber optic",Female,0,Yes,Yes,"2017-08-21 18:07:34",Yes,No,2,No,Yes,Yes,Yes,Yes,Yes
1401-FTHFQ,3,2,4,Male,0,Yes,Yes,23,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Yes,20,445.3,No,NULL,"Credit card (automatic)","One year",4,20,445.3,2,Yes,None,Male,0,Yes,Yes,"2020-02-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
1635-FJFCC,1,1,4,Female,0,No,No,5,Yes,No,No,No,No,No,No,No,Yes,44.05,202.15,No,NULL,"Credit card (automatic)",Month-to-month,4,44.05,202.15,1,Yes,DSL,Female,0,No,No,"2021-08-21 18:07:34",Yes,No,1,No,No,No,No,No,No
1820-TQVEV,2,1,1,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,Yes,69.55,69.55,Yes,2022-01-31,"Electronic check",Month-to-month,1,69.55,69.55,1,Yes,"Fiber optic",Male,0,No,No,"2021-12-21 18:07:34",Yes,No,2,No,No,No,No,No,No
2018-QKYGT,2,1,1,Male,0,Yes,Yes,1,Yes,No,No,No,No,No,No,Yes,Yes,81.05,81.05,No,NULL,"Electronic check",Month-to-month,1,81.05,81.05,1,Yes,"Fiber optic",Male,0,Yes,Yes,"2021-12-21 18:07:34",Yes,No,2,No,No,No,No,No,Yes
2054-PJOCK,1,2,4,Female,0,No,No,60,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,80.55,4847.05,No,NULL,"Credit card (automatic)","One year",4,80.55,4847.05,2,No,DSL,Female,0,No,No,"2017-01-21 18:07:34",Yes,Yes,1,No,No,Yes,Yes,Yes,Yes
2277-AXSDC,3,2,3,Female,0,No,No,32,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",No,19.75,624.15,No,NULL,"Bank transfer (automatic)","One year",3,19.75,624.15,2,No,None,Female,0,No,No,"2019-05-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
2387-KDZQY,3,2,2,Male,0,No,No,17,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Yes,20.1,279.5,No,NULL,"Mailed check","One year",2,20.1,279.5,2,Yes,None,Male,0,No,No,"2020-08-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
2439-LYPMQ,2,1,1,Male,1,Yes,No,38,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,102.6,4009.2,No,NULL,"Electronic check",Month-to-month,1,102.6,4009.2,1,Yes,"Fiber optic",Male,1,Yes,No,"2018-11-21 18:07:34",Yes,Yes,2,No,Yes,Yes,No,Yes,Yes
2472-OVKUP,2,1,1,Male,0,Yes,No,6,Yes,No,No,Yes,Yes,No,No,Yes,Yes,91,531,Yes,2022-01-31,"Electronic check",Month-to-month,1,91,531,1,Yes,"Fiber optic",Male,0,Yes,No,"2021-07-21 18:07:34",Yes,No,2,No,Yes,Yes,No,No,Yes
2603-HVKCG,2,1,1,Male,0,No,No,31,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,101.4,3143.65,No,NULL,"Electronic check",Month-to-month,1,101.4,3143.65,1,Yes,"Fiber optic",Male,0,No,No,"2019-06-21 18:07:34",Yes,No,2,No,Yes,Yes,No,Yes,Yes
3096-GKWEB,2,1,1,Male,0,Yes,No,18,Yes,Yes,No,No,No,No,Yes,Yes,Yes,94.75,1691.9,No,NULL,"Electronic check",Month-to-month,1,94.75,1691.9,1,Yes,"Fiber optic",Male,0,Yes,No,"2020-07-21 18:07:34",Yes,Yes,2,No,No,No,No,Yes,Yes
3209-ZPKFI,1,1,1,Male,0,Yes,Yes,47,Yes,Yes,No,Yes,No,No,No,No,No,54.25,2538.2,No,NULL,"Electronic check",Month-to-month,1,54.25,2538.2,1,No,DSL,Male,0,Yes,Yes,"2018-02-21 18:07:34",Yes,Yes,1,No,Yes,No,No,No,No
3450-WXOAT,1,1,4,Male,0,No,No,46,Yes,No,No,No,No,No,No,No,Yes,45.2,2065.15,No,NULL,"Credit card (automatic)",Month-to-month,4,45.2,2065.15,1,Yes,DSL,Male,0,No,No,"2018-03-21 18:07:34",Yes,No,1,No,No,No,No,No,No
3669-OYSJI,1,1,4,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,No,46.2,46.2,Yes,2022-01-31,"Credit card (automatic)",Month-to-month,4,46.2,46.2,1,No,DSL,Male,0,No,No,"2021-12-21 18:07:34",Yes,No,1,No,No,No,No,No,No
3714-JTVOV,2,1,4,Female,1,Yes,No,42,Yes,No,Yes,No,No,No,No,No,Yes,74.15,3229.4,Yes,2022-01-31,"Credit card (automatic)",Month-to-month,4,74.15,3229.4,1,Yes,"Fiber optic",Female,1,Yes,No,"2018-07-21 18:07:34",Yes,No,2,Yes,No,No,No,No,No
4558-FANTW,2,1,1,Female,0,Yes,Yes,17,Yes,No,Yes,No,No,Yes,Yes,No,No,91.85,1574.45,Yes,2022-01-31,"Electronic check",Month-to-month,1,91.85,1574.45,1,No,"Fiber optic",Female,0,Yes,Yes,"2020-08-21 18:07:34",Yes,No,2,Yes,No,No,Yes,Yes,No
4588-YBNIB,3,1,2,Female,0,No,No,1,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Yes,19.6,19.6,Yes,2022-01-31,"Mailed check",Month-to-month,2,19.6,19.6,1,Yes,None,Female,0,No,No,"2021-12-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
4854-CIDCF,2,1,1,Female,1,No,No,3,Yes,No,No,No,Yes,No,No,No,No,73.85,196.4,No,NULL,"Electronic check",Month-to-month,1,73.85,196.4,1,No,"Fiber optic",Female,1,No,No,"2021-10-21 18:07:34",Yes,No,2,No,No,Yes,No,No,No
5180-UCIIQ,1,1,2,Male,1,Yes,Yes,22,No,"No phone service",Yes,No,No,No,No,Yes,No,40.05,880.2,Yes,2022-01-31,"Mailed check",Month-to-month,2,40.05,880.2,1,No,DSL,Male,1,Yes,Yes,"2020-03-21 18:07:34",No,"No phone service",1,Yes,No,No,No,No,Yes
5465-BUBFA,3,3,3,Female,0,Yes,Yes,41,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",No,19.3,772.4,No,NULL,"Bank transfer (automatic)","Two year",3,19.3,772.4,3,No,None,Female,0,Yes,Yes,"2018-08-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
5740-YHGTW,2,1,4,Male,0,Yes,Yes,70,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,97.55,6669.05,No,NULL,"Credit card (automatic)",Month-to-month,4,97.55,6669.05,1,Yes,"Fiber optic",Male,0,Yes,Yes,"2016-03-21 18:07:34",Yes,Yes,2,Yes,Yes,No,No,Yes,No
5839-SUYVZ,2,1,4,Male,0,No,No,16,Yes,No,No,No,No,Yes,No,No,Yes,74.55,1170.5,No,NULL,"Credit card (automatic)",Month-to-month,4,74.55,1170.5,1,Yes,"Fiber optic",Male,0,No,No,"2020-09-21 18:07:34",Yes,No,2,No,No,No,Yes,No,No
5928-QLDHB,2,1,1,Male,0,No,No,9,Yes,Yes,No,No,No,No,No,No,Yes,76.25,684.85,No,NULL,"Electronic check",Month-to-month,1,76.25,684.85,1,Yes,"Fiber optic",Male,0,No,No,"2021-04-21 18:07:34",Yes,Yes,2,No,No,No,No,No,No
5931-FLJJF,2,1,2,Male,1,Yes,No,7,Yes,No,No,No,No,No,No,No,Yes,70.1,467.55,Yes,2022-01-31,"Mailed check",Month-to-month,2,70.1,467.55,1,Yes,"Fiber optic",Male,1,Yes,No,"2021-06-21 18:07:34",Yes,No,2,No,No,No,No,No,No
6078-VESFR,2,1,3,Male,1,Yes,No,13,Yes,No,No,No,No,No,No,No,No,70.45,849.1,No,NULL,"Bank transfer (automatic)",Month-to-month,3,70.45,849.1,1,No,"Fiber optic",Male,1,Yes,No,"2020-12-21 18:07:34",Yes,No,2,No,No,No,No,No,No
6357-JJPQT,2,1,1,Female,0,No,No,3,Yes,No,No,No,No,No,Yes,No,Yes,80.5,232.35,No,NULL,"Electronic check",Month-to-month,1,80.5,232.35,1,Yes,"Fiber optic",Female,0,No,No,"2021-10-21 18:07:34",Yes,No,2,No,No,No,No,Yes,No
6419-ZTTLE,3,2,1,Male,1,Yes,No,23,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Yes,20.75,485.2,No,NULL,"Electronic check","One year",1,20.75,485.2,2,Yes,None,Male,1,Yes,No,"2020-02-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
6854-EXGSF,1,1,3,Female,0,No,No,8,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,65.5,573.15,No,NULL,"Bank transfer (automatic)",Month-to-month,3,65.5,573.15,1,Yes,DSL,Female,0,No,No,"2021-05-21 18:07:34",Yes,Yes,1,Yes,Yes,Yes,No,No,No
7078-NVFAM,1,1,1,Female,0,Yes,Yes,32,No,"No phone service",Yes,Yes,No,No,No,No,Yes,35.15,1051.05,No,NULL,"Electronic check",Month-to-month,1,35.15,1051.05,1,Yes,DSL,Female,0,Yes,Yes,"2019-05-21 18:07:34",No,"No phone service",1,Yes,Yes,No,No,No,No
7163-OCEQI,1,2,2,Male,0,Yes,Yes,22,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,78.65,1663.75,No,NULL,"Mailed check","One year",2,78.65,1663.75,2,Yes,DSL,Male,0,Yes,Yes,"2020-03-21 18:07:34",Yes,Yes,1,No,No,Yes,Yes,Yes,Yes
7401-JIXNM,1,3,4,Female,0,Yes,Yes,54,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,91.3,4965,No,NULL,"Credit card (automatic)","Two year",4,91.3,4965,3,No,DSL,Female,0,Yes,Yes,"2017-07-21 18:07:34",Yes,Yes,1,Yes,Yes,Yes,Yes,Yes,Yes
7622-NXQZR,1,1,4,Male,0,No,No,28,No,"No phone service",No,No,No,Yes,No,No,Yes,30.1,810.85,No,NULL,"Credit card (automatic)",Month-to-month,4,30.1,810.85,1,Yes,DSL,Male,0,No,No,"2019-09-21 18:07:34",No,"No phone service",1,No,No,No,Yes,No,No
7623-HKYRK,3,1,2,Male,0,No,Yes,6,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",No,19.7,111.65,No,NULL,"Mailed check",Month-to-month,2,19.7,111.65,1,No,None,Male,0,No,Yes,"2021-07-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
7722-VJRQD,1,3,3,Male,0,Yes,Yes,72,No,"No phone service",Yes,No,Yes,Yes,Yes,Yes,No,60.95,4549.05,No,NULL,"Bank transfer (automatic)","Two year",3,60.95,4549.05,3,No,DSL,Male,0,Yes,Yes,"2016-01-21 18:07:34",No,"No phone service",1,Yes,No,Yes,Yes,Yes,Yes
7798-JVXYM,1,1,1,Female,0,No,No,14,Yes,No,No,No,No,Yes,Yes,Yes,Yes,69.65,921.4,No,NULL,"Electronic check",Month-to-month,1,69.65,921.4,1,Yes,DSL,Female,0,No,No,"2020-11-21 18:07:34",Yes,No,1,No,No,No,Yes,Yes,Yes
8079-XRJRS,2,2,1,Male,0,Yes,No,65,Yes,Yes,Yes,Yes,Yes,No,No,No,No,89.75,5769.6,Yes,2022-01-31,"Electronic check","One year",1,89.75,5769.6,2,No,"Fiber optic",Male,0,Yes,No,"2016-08-21 18:07:34",Yes,Yes,2,Yes,Yes,Yes,No,No,No
8361-LBRDI,3,3,4,Female,0,No,No,58,Yes,Yes,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",No,24.35,1423.85,No,NULL,"Credit card (automatic)","Two year",4,24.35,1423.85,3,No,None,Female,0,No,No,"2017-03-21 18:07:34",Yes,Yes,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
8387-MOJJT,2,1,4,Female,0,Yes,Yes,42,Yes,No,No,No,No,No,Yes,No,Yes,77.95,3384,Yes,2022-01-31,"Credit card (automatic)",Month-to-month,4,77.95,3384,1,Yes,"Fiber optic",Female,0,Yes,Yes,"2018-07-21 18:07:34",Yes,No,2,No,No,No,No,Yes,No
8873-TMKGR,3,2,2,Male,0,No,No,29,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",No,19.1,529.5,No,NULL,"Mailed check","One year",2,19.1,529.5,2,No,None,Male,0,No,No,"2019-08-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
9950-MTGYX,3,3,4,Male,0,Yes,Yes,28,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Yes,20.3,487.95,No,NULL,"Credit card (automatic)","Two year",4,20.3,487.95,3,Yes,None,Male,0,Yes,Yes,"2019-09-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
9971-ZWPBF,2,1,1,Male,1,Yes,Yes,34,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,108.9,3625.2,No,NULL,"Electronic check",Month-to-month,1,108.9,3625.2,1,Yes,"Fiber optic",Male,1,Yes,Yes,"2019-03-21 18:07:34",Yes,Yes,2,No,Yes,Yes,Yes,Yes,Yes
0925-VYDLG,2,1,1,Female,0,No,No,3,Yes,Yes,No,No,No,No,No,No,No,75.25,242,Yes,2022-01-31,"Electronic check",Month-to-month,1,75.25,242,1,No,"Fiber optic",Female,0,No,No,"2021-10-21 18:07:34",Yes,Yes,2,No,No,No,No,No,No
0971-QIFJK,3,3,3,Female,0,Yes,No,69,Yes,Yes,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",No,24.25,1641.8,No,NULL,"Bank transfer (automatic)","Two year",3,24.25,1641.8,3,No,None,Female,0,Yes,No,"2016-04-21 18:07:34",Yes,Yes,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
1084-UQCHV,2,1,3,Male,0,No,Yes,1,Yes,No,No,No,No,No,No,No,No,69.75,69.75,Yes,2022-01-31,"Bank transfer (automatic)",Month-to-month,3,69.75,69.75,1,No,"Fiber optic",Male,0,No,Yes,"2021-12-21 18:07:34",Yes,No,2,No,No,No,No,No,No
1088-CNNKB,1,2,4,Male,0,Yes,No,63,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,80,5040.2,No,NULL,"Credit card (automatic)","One year",4,80,5040.2,2,No,DSL,Male,0,Yes,No,"2016-10-21 18:07:34",Yes,Yes,1,Yes,Yes,Yes,Yes,No,Yes
1090-ESELR,2,3,3,Male,0,Yes,Yes,72,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,105.5,7611.55,No,NULL,"Bank transfer (automatic)","Two year",3,105.5,7611.55,3,No,"Fiber optic",Male,0,Yes,Yes,"2016-01-21 18:07:34",Yes,No,2,Yes,Yes,No,Yes,Yes,Yes
1222-KJNZD,3,1,3,Male,0,Yes,Yes,40,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Yes,20.4,745.3,No,NULL,"Bank transfer (automatic)",Month-to-month,3,20.4,745.3,1,Yes,None,Male,0,Yes,Yes,"2018-09-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
1264-FUHCX,1,2,4,Female,0,Yes,No,49,No,"No phone service",No,Yes,No,Yes,Yes,Yes,Yes,56.3,2780.6,No,NULL,"Credit card (automatic)","One year",4,56.3,2780.6,2,Yes,DSL,Female,0,Yes,No,"2017-12-21 18:07:34",No,"No phone service",1,No,Yes,No,Yes,Yes,Yes
1696-MZVAU,1,2,4,Male,0,Yes,Yes,39,No,"No phone service",No,No,No,No,No,No,Yes,25.25,947.75,No,NULL,"Credit card (automatic)","One year",4,25.25,947.75,2,Yes,DSL,Male,0,Yes,Yes,"2018-10-21 18:07:34",No,"No phone service",1,No,No,No,No,No,No
1763-WQFUK,1,1,2,Male,0,No,No,3,Yes,No,No,No,No,Yes,No,No,Yes,50.5,147.75,No,NULL,"Mailed check",Month-to-month,2,50.5,147.75,1,Yes,DSL,Male,0,No,No,"2021-10-21 18:07:34",Yes,No,1,No,No,No,Yes,No,No
1841-YSJGV,2,3,4,Male,0,Yes,No,72,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,109.95,7852.4,No,NULL,"Credit card (automatic)","Two year",4,109.95,7852.4,3,Yes,"Fiber optic",Male,0,Yes,No,"2016-01-21 18:07:34",Yes,Yes,2,Yes,Yes,No,Yes,Yes,Yes
1842-EZJMK,2,1,1,Male,0,Yes,Yes,50,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,103.7,5071.05,Yes,2022-01-31,"Electronic check",Month-to-month,1,103.7,5071.05,1,No,"Fiber optic",Male,0,Yes,Yes,"2017-11-21 18:07:34",Yes,Yes,2,No,Yes,No,Yes,Yes,Yes
2446-PLQVO,2,1,1,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,Yes,70.3,70.3,Yes,2022-01-31,"Electronic check",Month-to-month,1,70.3,70.3,1,Yes,"Fiber optic",Male,0,No,No,"2021-12-21 18:07:34",Yes,No,2,No,No,No,No,No,No
2453-SAFNS,1,2,2,Female,1,No,No,54,Yes,Yes,No,Yes,No,Yes,Yes,No,No,72.1,3886.05,No,NULL,"Mailed check","One year",2,72.1,3886.05,2,No,DSL,Female,1,No,No,"2017-07-21 18:07:34",Yes,Yes,1,No,Yes,No,Yes,Yes,No
3352-ALMCK,2,1,2,Male,0,No,No,40,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,102.65,4108.15,No,NULL,"Mailed check",Month-to-month,2,102.65,4108.15,1,Yes,"Fiber optic",Male,0,No,No,"2018-09-21 18:07:34",Yes,Yes,2,No,Yes,Yes,No,Yes,Yes
3523-BRGUW,3,2,4,Male,1,No,No,26,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",No,19.3,504.2,No,NULL,"Credit card (automatic)","One year",4,19.3,504.2,2,No,None,Male,1,No,No,"2019-11-21 18:07:34",Yes,No,3,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
3746-EUBYR,2,1,3,Male,0,Yes,No,1,Yes,Yes,No,No,No,No,No,No,Yes,74.6,74.6,Yes,2022-01-31,"Bank transfer (automatic)",Month-to-month,3,74.6,74.6,1,Yes,"Fiber optic",Male,0,Yes,No,"2021-12-21 18:07:34",Yes,Yes,2,No,No,No,No,No,No
3865-YIOTT,2,2,3,Male,0,Yes,Yes,72,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,106.1,7848.5,No,NULL,"Bank transfer (automatic)","One year",3,106.1,7848.5,2,Yes,"Fiber optic",Male,0,Yes,Yes,"2016-01-21 18:07:34",Yes,Yes,2,Yes,No,Yes,No,Yes,Yes
3923-CSIHK,2,1,1,Female,1,Yes,No,50,Yes,No,No,No,No,No,No,No,Yes,71.05,3444.85,Yes,2022-01-31,"Electronic check",Month-to-month,1,71.05,3444.85,1,Yes,"Fiber optic",Female,1,Yes,No,"2017-11-21 18:07:34",Yes,No,2,No,No,No,No,No,No
